This file provides a binary-file-specific mapping of applicable open source
license terms. This mapping file is still a work in progress and should not be
relied upon at this stage as it is incomplete. Updated versions will be
published as they become available. Contact licensing@qnx.com if you have
questions or require additional information.

Binary Name,Legal ID,Runtime Module
lib/dll/devnp-bge.so,BSD1:273,Networking Technology
lib/dll/devnp-bge.so,BSD1:279,Networking Technology
lib/dll/devnp-bge.so,BSD1:298,Networking Technology
lib/dll/devnp-bge.so,BSD1:305,Networking Technology
lib/dll/devnp-bge.so,BSD1:307,Networking Technology
lib/dll/devnp-bge.so,BSD1:324,Networking Technology
lib/dll/devnp-bge.so,BSD1:46,Networking Technology
lib/dll/devnp-bge.so,BSD1:58,Networking Technology
lib/dll/devnp-bge.so,BSD2:160,Networking Technology
lib/dll/devnp-bge.so,BSD2:161,Networking Technology
lib/dll/devnp-bge.so,BSD2:169,Networking Technology
lib/dll/devnp-bge.so,BSD2:174,Networking Technology
lib/dll/devnp-bge.so,BSD2:175,Networking Technology
lib/dll/devnp-bge.so,BSD2:176,Networking Technology
lib/dll/devnp-bge.so,BSD2:180,Networking Technology
lib/dll/devnp-bge.so,BSD2:199,Networking Technology
lib/dll/devnp-bge.so,BSD2:200,Networking Technology
lib/dll/devnp-bge.so,BSD2:201,Networking Technology
lib/dll/devnp-bge.so,BSD2:203,Networking Technology
lib/dll/devnp-bge.so,BSD2:208,Networking Technology
lib/dll/devnp-bge.so,BSD2:228,Networking Technology
lib/dll/devnp-bge.so,BSD2:237,Networking Technology
lib/dll/devnp-bge.so,BSD2:269,Networking Technology
lib/dll/devnp-bge.so,BSD2:271,Networking Technology
lib/dll/devnp-bge.so,BSD2:277,Networking Technology
lib/dll/devnp-bge.so,BSD2:282,Networking Technology
lib/dll/devnp-bge.so,BSD2:283,Networking Technology
lib/dll/devnp-bge.so,BSD2:284,Networking Technology
lib/dll/devnp-bge.so,BSD2:292,Networking Technology
lib/dll/devnp-bge.so,BSD2:294,Networking Technology
lib/dll/devnp-bge.so,BSD2:300,Networking Technology
lib/dll/devnp-bge.so,BSD2:317,Networking Technology
lib/dll/devnp-bge.so,BSD2:329,Networking Technology
lib/dll/devnp-bge.so,BSD2:334,Networking Technology
lib/dll/devnp-bge.so,BSD3:10,Networking Technology
lib/dll/devnp-bge.so,BSD3:42,Networking Technology
lib/dll/devnp-bge.so,BSD3:51,Networking Technology
lib/dll/devnp-bge.so,OO:1119,Networking Technology
lib/dll/devnp-bge.so,OO:1448,Networking Technology
lib/dll/devnp-e1000.so,BSD1:125,Networking Technology
lib/dll/devnp-e1000.so,BSD1:207,Networking Technology
lib/dll/devnp-e1000.so,BSD1:218,Networking Technology
lib/dll/devnp-e1000.so,BSD1:221,Networking Technology
lib/dll/devnp-e1000.so,BSD1:227,Networking Technology
lib/dll/devnp-e1000.so,BSD1:229,Networking Technology
lib/dll/devnp-e1000.so,BSD1:247,Networking Technology
lib/dll/devnp-e1000.so,BSD1:248,Networking Technology
lib/dll/devnp-e1000.so,BSD1:257,Networking Technology
lib/dll/devnp-e1000.so,BSD1:261,Networking Technology
lib/dll/devnp-e1000.so,BSD1:269,Networking Technology
lib/dll/devnp-e1000.so,BSD1:270,Networking Technology
lib/dll/devnp-e1000.so,BSD1:273,Networking Technology
lib/dll/devnp-e1000.so,BSD1:277,Networking Technology
lib/dll/devnp-e1000.so,BSD1:279,Networking Technology
lib/dll/devnp-e1000.so,BSD1:298,Networking Technology
lib/dll/devnp-e1000.so,BSD1:307,Networking Technology
lib/dll/devnp-e1000.so,BSD1:46,Networking Technology
lib/dll/devnp-e1000.so,BSD1:58,Networking Technology
lib/dll/devnp-e1000.so,BSD2:156,Networking Technology
lib/dll/devnp-e1000.so,BSD2:176,Networking Technology
lib/dll/devnp-e1000.so,BSD2:180,Networking Technology
lib/dll/devnp-e1000.so,BSD2:203,Networking Technology
lib/dll/devnp-e1000.so,BSD2:208,Networking Technology
lib/dll/devnp-e1000.so,BSD2:237,Networking Technology
lib/dll/devnp-e1000.so,BSD2:284,Networking Technology
lib/dll/devnp-e1000.so,BSD2:292,Networking Technology
lib/dll/devnp-e1000.so,BSD3:10,Networking Technology
lib/dll/devnp-e1000.so,BSD3:42,Networking Technology
lib/dll/devnp-e1000.so,BSD3:51,Networking Technology
lib/dll/devnp-e1000.so,OO:1119,Networking Technology
lib/dll/devnp-e1000.so,OO:1260,Networking Technology
lib/dll/devnp-e1000.so,OO:1436,Networking Technology
lib/dll/devnp-e1000.so,OO:1448,Networking Technology
lib/dll/devnp-i80579.so,BSD1:125,Networking Technology
lib/dll/devnp-i80579.so,BSD1:207,Networking Technology
lib/dll/devnp-i80579.so,BSD1:218,Networking Technology
lib/dll/devnp-i80579.so,BSD1:221,Networking Technology
lib/dll/devnp-i80579.so,BSD1:227,Networking Technology
lib/dll/devnp-i80579.so,BSD1:229,Networking Technology
lib/dll/devnp-i80579.so,BSD1:247,Networking Technology
lib/dll/devnp-i80579.so,BSD1:248,Networking Technology
lib/dll/devnp-i80579.so,BSD1:257,Networking Technology
lib/dll/devnp-i80579.so,BSD1:261,Networking Technology
lib/dll/devnp-i80579.so,BSD1:269,Networking Technology
lib/dll/devnp-i80579.so,BSD1:270,Networking Technology
lib/dll/devnp-i80579.so,BSD1:273,Networking Technology
lib/dll/devnp-i80579.so,BSD1:277,Networking Technology
lib/dll/devnp-i80579.so,BSD1:279,Networking Technology
lib/dll/devnp-i80579.so,BSD1:298,Networking Technology
lib/dll/devnp-i80579.so,BSD1:307,Networking Technology
lib/dll/devnp-i80579.so,BSD1:46,Networking Technology
lib/dll/devnp-i80579.so,BSD1:58,Networking Technology
lib/dll/devnp-i80579.so,BSD2:176,Networking Technology
lib/dll/devnp-i80579.so,BSD2:180,Networking Technology
lib/dll/devnp-i80579.so,BSD2:203,Networking Technology
lib/dll/devnp-i80579.so,BSD2:208,Networking Technology
lib/dll/devnp-i80579.so,BSD2:237,Networking Technology
lib/dll/devnp-i80579.so,BSD2:284,Networking Technology
lib/dll/devnp-i80579.so,BSD2:292,Networking Technology
lib/dll/devnp-i80579.so,BSD3:10,Networking Technology
lib/dll/devnp-i80579.so,BSD3:42,Networking Technology
lib/dll/devnp-i80579.so,BSD3:51,Networking Technology
lib/dll/devnp-i80579.so,OO:1119,Networking Technology
lib/dll/devnp-i80579.so,OO:1436,Networking Technology
lib/dll/devnp-i80579.so,OO:1448,Networking Technology
lib/dll/devnp-i82544.so,BSD1:125,Networking Technology
lib/dll/devnp-i82544.so,BSD1:207,Networking Technology
lib/dll/devnp-i82544.so,BSD1:218,Networking Technology
lib/dll/devnp-i82544.so,BSD1:221,Networking Technology
lib/dll/devnp-i82544.so,BSD1:227,Networking Technology
lib/dll/devnp-i82544.so,BSD1:229,Networking Technology
lib/dll/devnp-i82544.so,BSD1:247,Networking Technology
lib/dll/devnp-i82544.so,BSD1:248,Networking Technology
lib/dll/devnp-i82544.so,BSD1:257,Networking Technology
lib/dll/devnp-i82544.so,BSD1:261,Networking Technology
lib/dll/devnp-i82544.so,BSD1:269,Networking Technology
lib/dll/devnp-i82544.so,BSD1:270,Networking Technology
lib/dll/devnp-i82544.so,BSD1:273,Networking Technology
lib/dll/devnp-i82544.so,BSD1:277,Networking Technology
lib/dll/devnp-i82544.so,BSD1:279,Networking Technology
lib/dll/devnp-i82544.so,BSD1:298,Networking Technology
lib/dll/devnp-i82544.so,BSD1:307,Networking Technology
lib/dll/devnp-i82544.so,BSD1:317,Networking Technology
lib/dll/devnp-i82544.so,BSD1:318,Networking Technology
lib/dll/devnp-i82544.so,BSD1:46,Networking Technology
lib/dll/devnp-i82544.so,BSD1:58,Networking Technology
lib/dll/devnp-i82544.so,BSD2:176,Networking Technology
lib/dll/devnp-i82544.so,BSD2:180,Networking Technology
lib/dll/devnp-i82544.so,BSD2:203,Networking Technology
lib/dll/devnp-i82544.so,BSD2:208,Networking Technology
lib/dll/devnp-i82544.so,BSD2:237,Networking Technology
lib/dll/devnp-i82544.so,BSD2:283,Networking Technology
lib/dll/devnp-i82544.so,BSD2:284,Networking Technology
lib/dll/devnp-i82544.so,BSD2:292,Networking Technology
lib/dll/devnp-i82544.so,BSD3:10,Networking Technology
lib/dll/devnp-i82544.so,BSD3:42,Networking Technology
lib/dll/devnp-i82544.so,BSD3:51,Networking Technology
lib/dll/devnp-i82544.so,OO:1119,Networking Technology
lib/dll/devnp-i82544.so,OO:1436,Networking Technology
lib/dll/devnp-i82544.so,OO:1448,Networking Technology
lib/dll/devnp-msk.so,BSD1:125,Networking Technology
lib/dll/devnp-msk.so,BSD1:207,Networking Technology
lib/dll/devnp-msk.so,BSD1:216,Networking Technology
lib/dll/devnp-msk.so,BSD1:221,Networking Technology
lib/dll/devnp-msk.so,BSD1:224,Networking Technology
lib/dll/devnp-msk.so,BSD1:227,Networking Technology
lib/dll/devnp-msk.so,BSD1:229,Networking Technology
lib/dll/devnp-msk.so,BSD1:246,Networking Technology
lib/dll/devnp-msk.so,BSD1:247,Networking Technology
lib/dll/devnp-msk.so,BSD1:248,Networking Technology
lib/dll/devnp-msk.so,BSD1:252,Networking Technology
lib/dll/devnp-msk.so,BSD1:257,Networking Technology
lib/dll/devnp-msk.so,BSD1:258,Networking Technology
lib/dll/devnp-msk.so,BSD1:261,Networking Technology
lib/dll/devnp-msk.so,BSD1:269,Networking Technology
lib/dll/devnp-msk.so,BSD1:270,Networking Technology
lib/dll/devnp-msk.so,BSD1:273,Networking Technology
lib/dll/devnp-msk.so,BSD1:274,Networking Technology
lib/dll/devnp-msk.so,BSD1:277,Networking Technology
lib/dll/devnp-msk.so,BSD1:279,Networking Technology
lib/dll/devnp-msk.so,BSD1:298,Networking Technology
lib/dll/devnp-msk.so,BSD1:305,Networking Technology
lib/dll/devnp-msk.so,BSD1:307,Networking Technology
lib/dll/devnp-msk.so,BSD1:324,Networking Technology
lib/dll/devnp-msk.so,BSD1:46,Networking Technology
lib/dll/devnp-msk.so,BSD1:58,Networking Technology
lib/dll/devnp-msk.so,BSD2:160,Networking Technology
lib/dll/devnp-msk.so,BSD2:161,Networking Technology
lib/dll/devnp-msk.so,BSD2:165,Networking Technology
lib/dll/devnp-msk.so,BSD2:169,Networking Technology
lib/dll/devnp-msk.so,BSD2:174,Networking Technology
lib/dll/devnp-msk.so,BSD2:175,Networking Technology
lib/dll/devnp-msk.so,BSD2:176,Networking Technology
lib/dll/devnp-msk.so,BSD2:180,Networking Technology
lib/dll/devnp-msk.so,BSD2:199,Networking Technology
lib/dll/devnp-msk.so,BSD2:200,Networking Technology
lib/dll/devnp-msk.so,BSD2:201,Networking Technology
lib/dll/devnp-msk.so,BSD2:203,Networking Technology
lib/dll/devnp-msk.so,BSD2:208,Networking Technology
lib/dll/devnp-msk.so,BSD2:215,Networking Technology
lib/dll/devnp-msk.so,BSD2:228,Networking Technology
lib/dll/devnp-msk.so,BSD2:237,Networking Technology
lib/dll/devnp-msk.so,BSD2:269,Networking Technology
lib/dll/devnp-msk.so,BSD2:271,Networking Technology
lib/dll/devnp-msk.so,BSD2:277,Networking Technology
lib/dll/devnp-msk.so,BSD2:278,Networking Technology
lib/dll/devnp-msk.so,BSD2:282,Networking Technology
lib/dll/devnp-msk.so,BSD2:283,Networking Technology
lib/dll/devnp-msk.so,BSD2:284,Networking Technology
lib/dll/devnp-msk.so,BSD2:292,Networking Technology
lib/dll/devnp-msk.so,BSD2:294,Networking Technology
lib/dll/devnp-msk.so,BSD2:317,Networking Technology
lib/dll/devnp-msk.so,BSD2:329,Networking Technology
lib/dll/devnp-msk.so,BSD2:334,Networking Technology
lib/dll/devnp-msk.so,BSD3:10,Networking Technology
lib/dll/devnp-msk.so,BSD3:42,Networking Technology
lib/dll/devnp-msk.so,BSD3:51,Networking Technology
lib/dll/devnp-msk.so,ISC:76,Networking Technology
lib/dll/devnp-msk.so,OO:1119,Networking Technology
lib/dll/devnp-msk.so,OO:1448,Networking Technology
lib/dll/devnp-ral.so,BSD1:125,Networking Technology
lib/dll/devnp-ral.so,BSD1:207,Networking Technology
lib/dll/devnp-ral.so,BSD1:216,Networking Technology
lib/dll/devnp-ral.so,BSD1:218,Networking Technology
lib/dll/devnp-ral.so,BSD1:221,Networking Technology
lib/dll/devnp-ral.so,BSD1:224,Networking Technology
lib/dll/devnp-ral.so,BSD1:227,Networking Technology
lib/dll/devnp-ral.so,BSD1:229,Networking Technology
lib/dll/devnp-ral.so,BSD1:240,Networking Technology
lib/dll/devnp-ral.so,BSD1:246,Networking Technology
lib/dll/devnp-ral.so,BSD1:247,Networking Technology
lib/dll/devnp-ral.so,BSD1:248,Networking Technology
lib/dll/devnp-ral.so,BSD1:252,Networking Technology
lib/dll/devnp-ral.so,BSD1:257,Networking Technology
lib/dll/devnp-ral.so,BSD1:258,Networking Technology
lib/dll/devnp-ral.so,BSD1:261,Networking Technology
lib/dll/devnp-ral.so,BSD1:269,Networking Technology
lib/dll/devnp-ral.so,BSD1:270,Networking Technology
lib/dll/devnp-ral.so,BSD1:273,Networking Technology
lib/dll/devnp-ral.so,BSD1:277,Networking Technology
lib/dll/devnp-ral.so,BSD1:279,Networking Technology
lib/dll/devnp-ral.so,BSD1:283,Networking Technology
lib/dll/devnp-ral.so,BSD1:298,Networking Technology
lib/dll/devnp-ral.so,BSD1:305,Networking Technology
lib/dll/devnp-ral.so,BSD1:307,Networking Technology
lib/dll/devnp-ral.so,BSD1:322,Networking Technology
lib/dll/devnp-ral.so,BSD1:324,Networking Technology
lib/dll/devnp-ral.so,BSD1:46,Networking Technology
lib/dll/devnp-ral.so,BSD1:58,Networking Technology
lib/dll/devnp-ral.so,BSD2:161,Networking Technology
lib/dll/devnp-ral.so,BSD2:169,Networking Technology
lib/dll/devnp-ral.so,BSD2:174,Networking Technology
lib/dll/devnp-ral.so,BSD2:175,Networking Technology
lib/dll/devnp-ral.so,BSD2:176,Networking Technology
lib/dll/devnp-ral.so,BSD2:180,Networking Technology
lib/dll/devnp-ral.so,BSD2:203,Networking Technology
lib/dll/devnp-ral.so,BSD2:208,Networking Technology
lib/dll/devnp-ral.so,BSD2:237,Networking Technology
lib/dll/devnp-ral.so,BSD2:244,Networking Technology
lib/dll/devnp-ral.so,BSD2:282,Networking Technology
lib/dll/devnp-ral.so,BSD2:283,Networking Technology
lib/dll/devnp-ral.so,BSD2:284,Networking Technology
lib/dll/devnp-ral.so,BSD2:292,Networking Technology
lib/dll/devnp-ral.so,BSD2:329,Networking Technology
lib/dll/devnp-ral.so,BSD3:10,Networking Technology
lib/dll/devnp-ral.so,BSD3:42,Networking Technology
lib/dll/devnp-ral.so,BSD3:51,Networking Technology
lib/dll/devnp-ral.so,ISC:62,Networking Technology
lib/dll/devnp-ral.so,ISC:64,Networking Technology
lib/dll/devnp-ral.so,ISC:77,Networking Technology
lib/dll/devnp-ral.so,OO:1104,Networking Technology
lib/dll/devnp-ral.so,OO:1119,Networking Technology
lib/dll/devnp-ral.so,OO:1448,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:125,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:207,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:218,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:221,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:227,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:229,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:247,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:248,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:257,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:261,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:269,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:270,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:273,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:277,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:279,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:298,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:307,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:46,Networking Technology
lib/dll/devnp-rtl8169.so,BSD1:58,Networking Technology
lib/dll/devnp-rtl8169.so,BSD2:176,Networking Technology
lib/dll/devnp-rtl8169.so,BSD2:180,Networking Technology
lib/dll/devnp-rtl8169.so,BSD2:203,Networking Technology
lib/dll/devnp-rtl8169.so,BSD2:208,Networking Technology
lib/dll/devnp-rtl8169.so,BSD2:237,Networking Technology
lib/dll/devnp-rtl8169.so,BSD2:284,Networking Technology
lib/dll/devnp-rtl8169.so,BSD2:292,Networking Technology
lib/dll/devnp-rtl8169.so,BSD3:10,Networking Technology
lib/dll/devnp-rtl8169.so,BSD3:42,Networking Technology
lib/dll/devnp-rtl8169.so,BSD3:51,Networking Technology
lib/dll/devnp-rtl8169.so,OO:1119,Networking Technology
lib/dll/devnp-rtl8169.so,OO:1436,Networking Technology
lib/dll/devnp-rtl8169.so,OO:1448,Networking Technology
lib/dll/devnp-rum.so,BSD1:125,Networking Technology
lib/dll/devnp-rum.so,BSD1:207,Networking Technology
lib/dll/devnp-rum.so,BSD1:216,Networking Technology
lib/dll/devnp-rum.so,BSD1:218,Networking Technology
lib/dll/devnp-rum.so,BSD1:221,Networking Technology
lib/dll/devnp-rum.so,BSD1:224,Networking Technology
lib/dll/devnp-rum.so,BSD1:227,Networking Technology
lib/dll/devnp-rum.so,BSD1:229,Networking Technology
lib/dll/devnp-rum.so,BSD1:235,Networking Technology
lib/dll/devnp-rum.so,BSD1:240,Networking Technology
lib/dll/devnp-rum.so,BSD1:246,Networking Technology
lib/dll/devnp-rum.so,BSD1:247,Networking Technology
lib/dll/devnp-rum.so,BSD1:248,Networking Technology
lib/dll/devnp-rum.so,BSD1:252,Networking Technology
lib/dll/devnp-rum.so,BSD1:257,Networking Technology
lib/dll/devnp-rum.so,BSD1:258,Networking Technology
lib/dll/devnp-rum.so,BSD1:261,Networking Technology
lib/dll/devnp-rum.so,BSD1:269,Networking Technology
lib/dll/devnp-rum.so,BSD1:270,Networking Technology
lib/dll/devnp-rum.so,BSD1:273,Networking Technology
lib/dll/devnp-rum.so,BSD1:277,Networking Technology
lib/dll/devnp-rum.so,BSD1:279,Networking Technology
lib/dll/devnp-rum.so,BSD1:283,Networking Technology
lib/dll/devnp-rum.so,BSD1:298,Networking Technology
lib/dll/devnp-rum.so,BSD1:305,Networking Technology
lib/dll/devnp-rum.so,BSD1:307,Networking Technology
lib/dll/devnp-rum.so,BSD1:322,Networking Technology
lib/dll/devnp-rum.so,BSD1:324,Networking Technology
lib/dll/devnp-rum.so,BSD1:46,Networking Technology
lib/dll/devnp-rum.so,BSD1:58,Networking Technology
lib/dll/devnp-rum.so,BSD2:161,Networking Technology
lib/dll/devnp-rum.so,BSD2:169,Networking Technology
lib/dll/devnp-rum.so,BSD2:175,Networking Technology
lib/dll/devnp-rum.so,BSD2:176,Networking Technology
lib/dll/devnp-rum.so,BSD2:180,Networking Technology
lib/dll/devnp-rum.so,BSD2:203,Networking Technology
lib/dll/devnp-rum.so,BSD2:205,Networking Technology
lib/dll/devnp-rum.so,BSD2:206,Networking Technology
lib/dll/devnp-rum.so,BSD2:208,Networking Technology
lib/dll/devnp-rum.so,BSD2:228,Networking Technology
lib/dll/devnp-rum.so,BSD2:237,Networking Technology
lib/dll/devnp-rum.so,BSD2:243,Networking Technology
lib/dll/devnp-rum.so,BSD2:244,Networking Technology
lib/dll/devnp-rum.so,BSD2:26,Networking Technology
lib/dll/devnp-rum.so,BSD2:282,Networking Technology
lib/dll/devnp-rum.so,BSD2:284,Networking Technology
lib/dll/devnp-rum.so,BSD2:292,Networking Technology
lib/dll/devnp-rum.so,BSD2:329,Networking Technology
lib/dll/devnp-rum.so,BSD3:10,Networking Technology
lib/dll/devnp-rum.so,BSD3:42,Networking Technology
lib/dll/devnp-rum.so,BSD3:51,Networking Technology
lib/dll/devnp-rum.so,ISC:37,Networking Technology
lib/dll/devnp-rum.so,ISC:62,Networking Technology
lib/dll/devnp-rum.so,ISC:77,Networking Technology
lib/dll/devnp-rum.so,OO:1104,Networking Technology
lib/dll/devnp-rum.so,OO:1119,Networking Technology
lib/dll/devnp-rum.so,OO:1448,Networking Technology
lib/dll/devnp-shim.so,BSD1:125,Networking Technology
lib/dll/devnp-shim.so,BSD1:207,Networking Technology
lib/dll/devnp-shim.so,BSD1:216,Networking Technology
lib/dll/devnp-shim.so,BSD1:218,Networking Technology
lib/dll/devnp-shim.so,BSD1:221,Networking Technology
lib/dll/devnp-shim.so,BSD1:224,Networking Technology
lib/dll/devnp-shim.so,BSD1:227,Networking Technology
lib/dll/devnp-shim.so,BSD1:229,Networking Technology
lib/dll/devnp-shim.so,BSD1:246,Networking Technology
lib/dll/devnp-shim.so,BSD1:247,Networking Technology
lib/dll/devnp-shim.so,BSD1:248,Networking Technology
lib/dll/devnp-shim.so,BSD1:252,Networking Technology
lib/dll/devnp-shim.so,BSD1:257,Networking Technology
lib/dll/devnp-shim.so,BSD1:261,Networking Technology
lib/dll/devnp-shim.so,BSD1:269,Networking Technology
lib/dll/devnp-shim.so,BSD1:270,Networking Technology
lib/dll/devnp-shim.so,BSD1:273,Networking Technology
lib/dll/devnp-shim.so,BSD1:277,Networking Technology
lib/dll/devnp-shim.so,BSD1:279,Networking Technology
lib/dll/devnp-shim.so,BSD1:298,Networking Technology
lib/dll/devnp-shim.so,BSD1:305,Networking Technology
lib/dll/devnp-shim.so,BSD1:307,Networking Technology
lib/dll/devnp-shim.so,BSD1:46,Networking Technology
lib/dll/devnp-shim.so,BSD1:58,Networking Technology
lib/dll/devnp-shim.so,BSD2:161,Networking Technology
lib/dll/devnp-shim.so,BSD2:169,Networking Technology
lib/dll/devnp-shim.so,BSD2:176,Networking Technology
lib/dll/devnp-shim.so,BSD2:180,Networking Technology
lib/dll/devnp-shim.so,BSD2:203,Networking Technology
lib/dll/devnp-shim.so,BSD2:208,Networking Technology
lib/dll/devnp-shim.so,BSD2:237,Networking Technology
lib/dll/devnp-shim.so,BSD2:284,Networking Technology
lib/dll/devnp-shim.so,BSD2:288,Networking Technology
lib/dll/devnp-shim.so,BSD2:292,Networking Technology
lib/dll/devnp-shim.so,BSD3:10,Networking Technology
lib/dll/devnp-shim.so,BSD3:42,Networking Technology
lib/dll/devnp-shim.so,BSD3:51,Networking Technology
lib/dll/devnp-shim.so,OO:1119,Networking Technology
lib/dll/devnp-shim.so,OO:1436,Networking Technology
lib/dll/devnp-shim.so,OO:1448,Networking Technology
lib/dll/devnp-speedo.so,BSD1:125,Networking Technology
lib/dll/devnp-speedo.so,BSD1:207,Networking Technology
lib/dll/devnp-speedo.so,BSD1:218,Networking Technology
lib/dll/devnp-speedo.so,BSD1:221,Networking Technology
lib/dll/devnp-speedo.so,BSD1:227,Networking Technology
lib/dll/devnp-speedo.so,BSD1:229,Networking Technology
lib/dll/devnp-speedo.so,BSD1:247,Networking Technology
lib/dll/devnp-speedo.so,BSD1:248,Networking Technology
lib/dll/devnp-speedo.so,BSD1:257,Networking Technology
lib/dll/devnp-speedo.so,BSD1:261,Networking Technology
lib/dll/devnp-speedo.so,BSD1:269,Networking Technology
lib/dll/devnp-speedo.so,BSD1:270,Networking Technology
lib/dll/devnp-speedo.so,BSD1:273,Networking Technology
lib/dll/devnp-speedo.so,BSD1:277,Networking Technology
lib/dll/devnp-speedo.so,BSD1:279,Networking Technology
lib/dll/devnp-speedo.so,BSD1:298,Networking Technology
lib/dll/devnp-speedo.so,BSD1:307,Networking Technology
lib/dll/devnp-speedo.so,BSD1:46,Networking Technology
lib/dll/devnp-speedo.so,BSD1:58,Networking Technology
lib/dll/devnp-speedo.so,BSD2:176,Networking Technology
lib/dll/devnp-speedo.so,BSD2:180,Networking Technology
lib/dll/devnp-speedo.so,BSD2:203,Networking Technology
lib/dll/devnp-speedo.so,BSD2:208,Networking Technology
lib/dll/devnp-speedo.so,BSD2:237,Networking Technology
lib/dll/devnp-speedo.so,BSD2:284,Networking Technology
lib/dll/devnp-speedo.so,BSD2:292,Networking Technology
lib/dll/devnp-speedo.so,BSD3:10,Networking Technology
lib/dll/devnp-speedo.so,BSD3:42,Networking Technology
lib/dll/devnp-speedo.so,BSD3:51,Networking Technology
lib/dll/devnp-speedo.so,OO:1119,Networking Technology
lib/dll/devnp-speedo.so,OO:1436,Networking Technology
lib/dll/devnp-speedo.so,OO:1448,Networking Technology
lib/dll/devnp-ural.so,BSD1:125,Networking Technology
lib/dll/devnp-ural.so,BSD1:207,Networking Technology
lib/dll/devnp-ural.so,BSD1:216,Networking Technology
lib/dll/devnp-ural.so,BSD1:218,Networking Technology
lib/dll/devnp-ural.so,BSD1:221,Networking Technology
lib/dll/devnp-ural.so,BSD1:224,Networking Technology
lib/dll/devnp-ural.so,BSD1:227,Networking Technology
lib/dll/devnp-ural.so,BSD1:229,Networking Technology
lib/dll/devnp-ural.so,BSD1:235,Networking Technology
lib/dll/devnp-ural.so,BSD1:240,Networking Technology
lib/dll/devnp-ural.so,BSD1:246,Networking Technology
lib/dll/devnp-ural.so,BSD1:247,Networking Technology
lib/dll/devnp-ural.so,BSD1:248,Networking Technology
lib/dll/devnp-ural.so,BSD1:252,Networking Technology
lib/dll/devnp-ural.so,BSD1:257,Networking Technology
lib/dll/devnp-ural.so,BSD1:258,Networking Technology
lib/dll/devnp-ural.so,BSD1:261,Networking Technology
lib/dll/devnp-ural.so,BSD1:269,Networking Technology
lib/dll/devnp-ural.so,BSD1:270,Networking Technology
lib/dll/devnp-ural.so,BSD1:273,Networking Technology
lib/dll/devnp-ural.so,BSD1:277,Networking Technology
lib/dll/devnp-ural.so,BSD1:279,Networking Technology
lib/dll/devnp-ural.so,BSD1:283,Networking Technology
lib/dll/devnp-ural.so,BSD1:298,Networking Technology
lib/dll/devnp-ural.so,BSD1:305,Networking Technology
lib/dll/devnp-ural.so,BSD1:307,Networking Technology
lib/dll/devnp-ural.so,BSD1:322,Networking Technology
lib/dll/devnp-ural.so,BSD1:324,Networking Technology
lib/dll/devnp-ural.so,BSD1:46,Networking Technology
lib/dll/devnp-ural.so,BSD1:58,Networking Technology
lib/dll/devnp-ural.so,BSD2:161,Networking Technology
lib/dll/devnp-ural.so,BSD2:169,Networking Technology
lib/dll/devnp-ural.so,BSD2:175,Networking Technology
lib/dll/devnp-ural.so,BSD2:176,Networking Technology
lib/dll/devnp-ural.so,BSD2:180,Networking Technology
lib/dll/devnp-ural.so,BSD2:203,Networking Technology
lib/dll/devnp-ural.so,BSD2:205,Networking Technology
lib/dll/devnp-ural.so,BSD2:206,Networking Technology
lib/dll/devnp-ural.so,BSD2:208,Networking Technology
lib/dll/devnp-ural.so,BSD2:228,Networking Technology
lib/dll/devnp-ural.so,BSD2:237,Networking Technology
lib/dll/devnp-ural.so,BSD2:243,Networking Technology
lib/dll/devnp-ural.so,BSD2:244,Networking Technology
lib/dll/devnp-ural.so,BSD2:26,Networking Technology
lib/dll/devnp-ural.so,BSD2:282,Networking Technology
lib/dll/devnp-ural.so,BSD2:284,Networking Technology
lib/dll/devnp-ural.so,BSD2:292,Networking Technology
lib/dll/devnp-ural.so,BSD2:329,Networking Technology
lib/dll/devnp-ural.so,BSD3:10,Networking Technology
lib/dll/devnp-ural.so,BSD3:42,Networking Technology
lib/dll/devnp-ural.so,BSD3:51,Networking Technology
lib/dll/devnp-ural.so,ISC:62,Networking Technology
lib/dll/devnp-ural.so,ISC:63,Networking Technology
lib/dll/devnp-ural.so,ISC:64,Networking Technology
lib/dll/devnp-ural.so,OO:1104,Networking Technology
lib/dll/devnp-ural.so,OO:1119,Networking Technology
lib/dll/devnp-ural.so,OO:1448,Networking Technology
lib/dll/devu-ehci.so,OO:1448,Neutrino Core OS
